----------------------------------------------------------------------
Process log
Log file created at : Sun Nov 17 17:48:28 2024
----------------------------------------------------------------------
{'name': 'kernel_task', 'pid': 0, 'username': 'root'} 
{'name': 'betaenrollmentd', 'pid': 964, 'username': 'geetahade'} 
{'name': 'fbahelperd', 'pid': 966, 'username': 'root'} 
{'name': 'VTEncoderXPCService', 'pid': 967, 'username': 'geetahade'} 
{'name': 'AuthenticationServicesAgent', 'pid': 968, 'username': 'geetahade'} 
{'name': 'PasswordBreachAgent', 'pid': 970, 'username': 'geetahade'} 
{'name': 'keychainsharingmessagingd', 'pid': 972, 'username': 'geetahade'} 
{'name': 'EscrowSecurityAlert', 'pid': 973, 'username': 'geetahade'} 
{'name': 'MTLCompilerService', 'pid': 1004, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1005, 'username': 'geetahade'} 
{'name': 'PlugInLibraryService', 'pid': 1010, 'username': 'geetahade'} 
{'name': 'Electron', 'pid': 1011, 'username': 'geetahade'} 
{'name': 'PlugInLibraryService', 'pid': 1012, 'username': 'geetahade'} 
{'name': 'chrome_crashpad_handler', 'pid': 1014, 'username': 'geetahade'} 
{'name': 'Code Helper (GPU)', 'pid': 1015, 'username': 'geetahade'} 
{'name': 'Code Helper', 'pid': 1016, 'username': 'geetahade'} 
{'name': 'MTLAssetUpgraderD', 'pid': 1017, 'username': 'geetahade'} 
{'name': 'CVMServer', 'pid': 1018, 'username': 'root'} 
{'name': 'Code Helper', 'pid': 1042, 'username': 'geetahade'} 
{'name': 'Code Helper', 'pid': 1056, 'username': 'geetahade'} 
{'name': 'com.apple.appkit.xpc.openAndSavePanelService', 'pid': 1139, 'username': 'geetahade'} 
{'name': 'QuickLookUIService', 'pid': 1140, 'username': 'geetahade'} 
{'name': 'homeenergyd', 'pid': 1145, 'username': 'geetahade'} 
{'name': 'PerfPowerTelemet', 'pid': 1150, 'username': 'root'} 
{'name': 'printtool', 'pid': 1276, 'username': 'geetahade'} 
{'name': 'CSExattrCryptoService', 'pid': 1400, 'username': 'geetahade'} 
{'name': 'CGPDFService', 'pid': 1401, 'username': 'geetahade'} 
{'name': 'MTLCompilerService', 'pid': 1402, 'username': 'geetahade'} 
{'name': 'MTLCompilerService', 'pid': 1403, 'username': 'geetahade'} 
{'name': 'ShareSheetUI', 'pid': 1412, 'username': 'geetahade'} 
{'name': 'CSExattrCryptoService', 'pid': 1413, 'username': 'geetahade'} 
{'name': 'com.apple.appkit.xpc.openAndSavePanelService', 'pid': 1414, 'username': 'geetahade'} 
{'name': 'QuickLookUIService', 'pid': 1415, 'username': 'geetahade'} 
{'name': 'CSExattrCryptoService', 'pid': 1448, 'username': 'geetahade'} 
{'name': 'com.apple.SafariServices', 'pid': 1451, 'username': 'geetahade'} 
{'name': 'com.apple.Safari.SafeBrowsing.Service', 'pid': 1454, 'username': 'geetahade'} 
{'name': 'webprivacyd', 'pid': 1455, 'username': 'geetahade'} 
{'name': 'Google Chrome Helper', 'pid': 1545, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 1546, 'username': 'geetahade'} 
{'name': 'coreautha', 'pid': 1613, 'username': 'geetahade'} 
{'name': 'ciphermld', 'pid': 1615, 'username': 'geetahade'} 
{'name': 'XProtect', 'pid': 1616, 'username': 'root'} 
{'name': 'metrickitd', 'pid': 1618, 'username': 'geetahade'} 
{'name': 'IMAutomaticHistoryDeletionAgent', 'pid': 1619, 'username': 'geetahade'} 
{'name': 'XProtect', 'pid': 1623, 'username': 'geetahade'} 
{'name': 'extensionkitservice', 'pid': 1626, 'username': 'geetahade'} 
{'name': 'XprotectService', 'pid': 1627, 'username': 'root'} 
{'name': 'com.apple.mlhost.TelemetryWorker', 'pid': 1628, 'username': 'geetahade'} 
{'name': 'ospredictiond', 'pid': 1659, 'username': 'root'} 
{'name': 'AssetCacheManage', 'pid': 1682, 'username': 'root'} 
{'name': 'AssetCache', 'pid': 1685, 'username': '_assetcache'} 
{'name': 'distnoted', 'pid': 1686, 'username': '_assetcache'} 
{'name': 'com.apple.ifdrea', 'pid': 1697, 'username': 'root'} 
{'name': 'userfsd', 'pid': 1702, 'username': 'root'} 
{'name': 'UVFSService', 'pid': 1703, 'username': 'root'} 
{'name': 'userfs_helper', 'pid': 1704, 'username': 'root'} 
{'name': 'fskitd', 'pid': 1706, 'username': 'root'} 
{'name': 'DockHelper', 'pid': 1721, 'username': 'geetahade'} 
{'name': 'QuickTime Player', 'pid': 1722, 'username': 'geetahade'} 
{'name': 'com.apple.audio.SandboxHelper', 'pid': 1723, 'username': 'geetahade'} 
{'name': 'com.apple.appkit.xpc.openAndSavePanelService', 'pid': 1724, 'username': 'geetahade'} 
{'name': 'QuickLookUIService', 'pid': 1725, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1726, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1758, 'username': 'geetahade'} 
{'name': 'PlugInLibraryService', 'pid': 1801, 'username': 'geetahade'} 
{'name': 'Code Helper (Renderer)', 'pid': 1802, 'username': 'geetahade'} 
{'name': 'Code Helper', 'pid': 1803, 'username': 'geetahade'} 
{'name': 'Code Helper (Plugin)', 'pid': 1804, 'username': 'geetahade'} 
{'name': 'UserNotificationCenter', 'pid': 1819, 'username': 'geetahade'} 
{'name': 'pet', 'pid': 1823, 'username': 'geetahade'} 
{'name': 'Code Helper (Plugin)', 'pid': 1827, 'username': 'geetahade'} 
{'name': 'zsh', 'pid': 1828, 'username': 'geetahade'} 
{'name': 'mediaanalysisd', 'pid': 1875, 'username': 'geetahade'} 
{'name': 'translationd', 'pid': 1876, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1877, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1878, 'username': 'geetahade'} 
{'name': 'OSDUIHelper', 'pid': 1881, 'username': 'geetahade'} 
{'name': 'login', 'pid': 1922, 'username': 'geetahade'} 
{'name': 'zsh', 'pid': 1923, 'username': 'geetahade'} 
{'name': 'PrintUITool', 'pid': 1985, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 1987, 'username': 'geetahade'} 
{'name': 'ThumbnailExtension_macOS', 'pid': 1995, 'username': 'geetahade'} 
{'name': 'Python', 'pid': 1997, 'username': 'geetahade'} 
{'name': 'Python', 'pid': 1998, 'username': 'geetahade'} 
{'name': 'ThemeWidgetControlViewService', 'pid': 2058, 'username': 'geetahade'} 
{'name': 'Python', 'pid': 2076, 'username': 'geetahade'} 
{'name': 'python3.12', 'pid': 2164, 'username': 'geetahade'} 
{'name': 'python3.12', 'pid': 2184, 'username': 'geetahade'} 
{'name': 'mdworker_shared', 'pid': 2188, 'username': 'geetahade'} 
----------------------------------------------------------------------
